NAME, LAT, LON, RAW, HITS, SCORE
Fanellhorn, 46.54540, 9.12140, 46.54540&deg;N / 9.12140&deg;E, 5240 , 79.78
Falketind, 61.38562, 8.09478, 61.38562&deg;N / 8.09478&deg;E, 7387 , 75.81
Farnum Peak, 39.16690, -105.559, 39.16690&deg;N / 105.559&deg;W, 5626 , 75.81
Farcău-Mihailecu, 47.92140, 24.45016, 47.92140&deg;N / 24.45016&deg;E, 4192 , 88.21
Faschaunereck, 47.00670, 13.50080, 47.00670&deg;N / 13.50080&deg;E, 6270 , 80.49
Fagerfjell, 69.54970, 19.26549, 69.54970&deg;N / 19.26549&deg;E, 1698 , 76.95
Faulhorn, 46.67485, 7.99915, 46.67485&deg;N / 7.99915&deg;E, 11684 , 79.38
Fatranský Kriváň, 49.18776, 19.03115, 49.18776&deg;N / 19.03115&deg;E, 7215 , 85.36
Fawn Peak, 48.61786, -120.32883, 48.61786&deg;N / 120.32883&deg;W, 2666 , 81.18
Fairview Peak, 39.22487, -118.15255, 39.22487&deg;N / 118.15255&deg;W, 7707 , 79.04
Farnsworth Peak (UT), 40.65961, -112.20234, 40.65961&deg;N / 112.20234&deg;W, 10191 , 81.18
Explorer Peak, 40.71830, -110.6443, 40.71830&deg;N / 110.6443&deg;W, 8999 , 85.87
Fairview Peak, 38.68310, -106.5366, 38.68310&deg;N / 106.5366&deg;W, 699 , 83.69
Fattening Sheep Plateau (Yangmantai), 31.18476, 102.89263, 31.18476&deg;N / 102.89263&deg;E, 13589 , 86.69
The Fatiron, 39.95062, -105.28805, 39.95062&deg;N / 105.28805&deg;W, 2971 , 75.81
Fannaråken, 61.51694, 7.90833, 61.51694&deg;N / 7.90833&deg;E, 1217 , 85.87
Farwell Mountain, 40.82430, -106.8486, 40.82430&deg;N / 106.8486&deg;W, 7466 , 75.6
Eyrie Peak 8136, 41.28745, -111.89436, 41.28745&deg;N / 111.89436&deg;W, 3401 , 80.49
Fairfield Hill West, 42.73976, -108.84798, 42.73976&deg;N / 108.84798&deg;W, 476 , 77.48
Mount Fairview, 51.40931, -116.21176, 51.40931&deg;N / 116.21176&deg;W, 22820 , 81.95
Fairview Mountain, 47.48242, -112.7506, 47.48242&deg;N / 112.7506&deg;W, 2999 , 78.09
Fairfield, 54.49397, -2.98828, 54.49397&deg;N / 2.98828&deg;W, 2551 , 79.78
Falschriedel, 47.26761, 12.07686, 47.26761&deg;N / 12.07686&deg;E, 275 , 76.66
Falso Tesourinho Peak, -20.41119, -41.7995, 20.41119&deg;S / 41.7995&deg;W, 1560 , 83.55
Fall Mountain, 47.88594, -121.1301, 47.88594&deg;N / 121.1301&deg;W, 3359 , 80.49
Eylar Mountain, 37.47760, -121.556, 37.47760&deg;N / 121.556&deg;W, 4744 , 83.69
Fall Creek Mountain, 39.40519, -120.62829, 39.40519&deg;N / 120.62829&deg;W, 7274 , 81.18
Mount Fable, 51.11750, -115.2261, 51.11750&deg;N / 115.2261&deg;W, 15932 , 84.27
Monte Faito  (Monti Lattari), 40.64750, 14.50580, 40.64750&deg;N / 14.50580&deg;E, 12775 , 83.1
Father Dyer Peak, 39.43100, -106.1051, 39.43100&deg;N / 106.1051&deg;W, 18344 , 90.53
Fall Mountain, 40.52860, -105.6608, 40.52860&deg;N / 105.6608&deg;W, 11100 , 84.27
Farview Mountain, 40.37781, -105.9473, 40.37781&deg;N / 105.9473&deg;W, 2600 , 74.01
Ezkaurre, 42.85310, -0.8412, 42.85310&deg;N / 0.8412&deg;W, 9691 , 81.18
Faro, 43.02090, -5.49316, 43.02090&deg;N / 5.49316&deg;W, 4087 , 78.27
Explorer Hill, 48.01173, -121.83256, 48.01173&deg;N / 121.83256&deg;W, 1720 , 75.61
Fagin Mountain (NV), 39.75070, -116.5804, 39.75070&deg;N / 116.5804&deg;W, 2176 , 81.69
"False White Mountain", 37.93665, -119.29343, 37.93665&deg;N / 119.29343&deg;W, 8322 , 87.31
North Cascades, 48.70626, -121.11431, 48.70626&deg;N / 121.11431&deg;W, 37417 , 89.47
Timpa della Falconara, 39.93613, 16.27921, 39.93613&deg;N / 16.27921&deg;E, 1061 , 75.81
Mont Fallère, 45.77710, 7.19670, 45.77710&deg;N / 7.19670&deg;E, 10269 , 93.28
The Fin (5.7 - 5.11d), 40.31213, -105.54145, 40.31213&deg;N / 105.54145&deg;W, 2668 , 79.04
Finailspitze / Punta di Finale, 46.77990, 10.83150, 46.77990&deg;N / 10.83150&deg;E, 14321 , 85.64
Federal Hill, 42.80460, -71.6303, 42.80460&deg;N / 71.6303&deg;W, 11927 , 79.04
Feldernkopf, 47.48336, 11.33659, 47.48336&deg;N / 11.33659&deg;E, 1388 , 79.04
Ferro de Passar Roupa, -22.3051, -42.7644, 22.3051&deg;S / 42.7644&deg;W, 3662 , 71.06
Mount Field, 44.19600, -71.435, 44.19600&deg;N / 71.435&deg;W, 17528 , 75.81
Felderkopf, 47.53134, 11.01658, 47.53134&deg;N / 11.01658&deg;E, 3331 , 77.48
Fifes Peak (West Peak), 46.97486, -121.32477, 46.97486&deg;N / 121.32477&deg;W, 10224 , 78.27
Finger of Fate, 44.02620, -114.9619, 44.02620&deg;N / 114.9619&deg;W, 20508 , 91.14
Mount Febbas, 43.17560, -109.602, 43.17560&deg;N / 109.602&deg;W, 11121 , 84.17
Ferraria Peak, -25.22302, -48.8195, 25.22302&deg;S / 48.8195&deg;W, 3574 , 88.19
Ferlacher Horn / Grlovec, 46.48613, 14.31497, 46.48613&deg;N / 14.31497&deg;E, 3140 , 83.1
Ferns Nipple, 38.24800, -111.212, 38.24800&deg;N / 111.212&deg;W, 10543 , 92.85
Fin Dome, 36.81350, -118.4113, 36.81350&deg;N / 118.4113&deg;W, 15921 , 83.69
Finger The, 51.22090, -115.7167, 51.22090&deg;N / 115.7167&deg;W, 7239 , 84.27
Fensterfels Bindersbacher Turm, 49.19091, 7.98435, 49.19091&deg;N / 7.98435&deg;E, 4660 , 84.27
Feldberg, 47.85790, 8.01070, 47.85790&deg;N / 8.01070&deg;E, 15684 , 78.03
Fiescherhorn, 46.55111, 8.06111, 46.55111&deg;N / 8.06111&deg;E, 21979 , 84.27
Figerhorn, 47.03116, 12.67528, 47.03116&deg;N / 12.67528&deg;E, 2145 , 83.1
Feldalphorn, 47.38457, 12.08310, 47.38457&deg;N / 12.08310&deg;E, 327 , 79.04
Fields Peak, 44.33860, -119.2587, 44.33860&deg;N / 119.2587&deg;W, 9468 , 84.27
Festøykollen, 62.36363, 6.31851, 62.36363&deg;N / 6.31851&deg;E, 3222 , 84.27
Feleskeh, 36.22785, 59.17466, 36.22785&deg;N / 59.17466&deg;E, 3028 , 79.78
Finger The, 51.22090, -115.7167, 51.22090&deg;N / 115.7167&deg;W, 7239 , 84.27
Finger Rock, 36.99131, -118.91052, 36.99131&deg;N / 118.91052&deg;W, 4381 , 73.06
Festubert Mountain, 49.08333, -114.13167, 49.08333&deg;N / 114.13167&deg;W, 1121 , 75.81
Finger Rock, 32.36530, -110.8942, 32.36530&deg;N / 110.8942&deg;W, 21787 , 87.76
Fiesta Spire 5.10a-5.10b, 42.09891, -113.70917, 42.09891&deg;N / 113.70917&deg;W, 90 , 72.08
Feldseekopf, 47.00130, 13.07050, 47.00130&deg;N / 13.07050&deg;E, 5772 , 76.95
Grosse Fermeda, 46.60300, 11.75340, 46.60300&deg;N / 11.75340&deg;E, 12638 , 81.84
Kleine Fermeda, 46.60210, 11.75150, 46.60210&deg;N / 11.75150&deg;E, 9280 , 83.69
Ferry Peak, 43.21325, -110.98286, 43.21325&deg;N / 110.98286&deg;W, 6736 , 82.81
Fellhorn, 47.35057, 10.21763, 47.35057&deg;N / 10.21763&deg;E, 4927 , 78.27
Fay Peak, 46.93192, -121.84885, 46.93192&deg;N / 121.84885&deg;W, 4912 , 74.01
Finger Peak, 37.03000, -118.7304, 37.03000&deg;N / 118.7304&deg;W, 8430 , 83.1
Finger Rock 5.10-5.10b, 42.10218, -113.74258, 42.10218&deg;N / 113.74258&deg;W, 349 , 74.92
Feechopf, 46.04816, 7.88398, 46.04816&deg;N / 7.88398&deg;E, 11151 , 88.82
Feudal Wall, 34.09315, -116.1539, 34.09315&deg;N / 116.1539&deg;W, 2474 , 85.87
Feather Peak, 37.32600, -118.777, 37.32600&deg;N / 118.777&deg;W, 16872 , 83.69
Findenigkofel / Monte Lodin, 46.59709, 13.09785, 46.59709&deg;N / 13.09785&deg;E, 5588 , 83.69
Feigenkopf, 47.57841, 10.88556, 47.57841&deg;N / 10.88556&deg;E, 2366 , 83.69
Fenn Mountain, 46.17810, -115.2068, 46.17810&deg;N / 115.2068&deg;W, 8540 , 90.81
Festvågtinden, 68.17490, 14.21945, 68.17490&deg;N / 14.21945&deg;E, 1655 , 86.37
Mount Fernow, 47.75521, -121.23065, 47.75521&deg;N / 121.23065&deg;W, 5504 , 81.84
Mount Fernow, 48.16250, -120.8078, 48.16250&deg;N / 120.8078&deg;W, 30094 , 89
Campanile Federa, 46.48348, 12.09865, 46.48348&deg;N / 12.09865&deg;E, 2456 , 85.87
Canadian Rockies Alpine Climbs, 51.39750, -116.29417, 51.39750&deg;N / 116.29417&deg;W, 44024 , 92.32
Fernerköpfl / Pizzo di Vedrette, 46.90176, 12.08848, 46.90176&deg;N / 12.08848&deg;E, 3641 , 81.18
Firefighter Mountain & Lookout, 48.33278, -113.87694, 48.33278&deg;N / 113.87694&deg;W, 5853 , 83.1
Fitsum Peak, 44.97513, -115.8795, 44.97513&deg;N / 115.8795&deg;W, 3546 , 84.27
Flagstaff Mountain, 40.60548, -111.49964, 40.60548&deg;N / 111.49964&deg;W, 5754 , 79.04
Fiske Butte, 36.23576, -112.38507, 36.23576&deg;N / 112.38507&deg;W, 360 , 73.06
First Cave 5.10a-5.10b, 51.08611, -115.27028, 51.08611&deg;N / 115.27028&deg;W, 2591 , 79.78
Flagstaff Mountain, 40.60100, -111.6454, 40.60100&deg;N / 111.6454&deg;W, 15331 , 85.87
Fire Crags, 34.49414, -119.79318, 34.49414&deg;N / 119.79318&deg;W, 6123 , 88.61
Fixin, 47.18225, 4.92599, 47.18225&deg;N / 4.92599&deg;E, 6529 , 86.14
Fish Eagle Peak ("Solomon Peak"), 47.51743, -120.99569, 47.51743&deg;N / 120.99569&deg;W, 6677 , 80.49
First Mountain, -51.28825, -59.65966, 51.28825&deg;S / 59.65966&deg;W, 2810 , 83.69
Flagpole Knob, 38.50980, -79.1844, 38.50980&deg;N / 79.1844&deg;W, 21122 , 73.06
Fisher Knob, 38.73000, -79.113, 38.73000&deg;N / 79.113&deg;W, 5451 , 74.92
First Sella Tower, 46.50988, 11.77606, 46.50988&deg;N / 11.77606&deg;E, 15268 , 87.31
Five Sisters of Kintail, 57.19581, -5.3476, 57.19581&deg;N / 5.3476&deg;W, 11269 , 87.24
Fish Valley Peak, 38.43476, -119.57023, 38.43476&deg;N / 119.57023&deg;W, 1138 , 74.01
Finney Peak, 48.38070, -121.7457, 48.38070&deg;N / 121.7457&deg;W, 4931 , 74.92
Nevado Firura, -15.239, -72.641, 15.239&deg;S / 72.641&deg;W, 5308 , 83.69
Flagpole Peak, 38.84600, -120.057, 38.84600&deg;N / 120.057&deg;W, 16613 , 85.87
Five Fingers, 35.68880, -117.9091, 35.68880&deg;N / 117.9091&deg;W, 15100 , 85.06
Flag Mountain, 44.07050, -103.8269, 44.07050&deg;N / 103.8269&deg;W, 4129 , 80.48
Fist The, 50.81440, -115.35679, 50.81440&deg;N / 115.35679&deg;W, 6976 , 88.61
Fitzpatrick Peak, 38.69805, -106.4516, 38.69805&deg;N / 106.4516&deg;W, 3828 , 85.36
Fiske Peak, 38.89192, -122.29026, 38.89192&deg;N / 122.29026&deg;W, 4373 , 82.95
Fisher Peak Kananaskis, 50.81500, -115.03, 50.81500&deg;N / 115.03&deg;W, 10358 , 85.64
Mount Finlayson, 48.48260, -123.5387, 48.48260&deg;N / 123.5387&deg;W, 27611 , 81.75
First Butte, 48.61921, -120.1089, 48.61921&deg;N / 120.1089&deg;W, 3398 , 82.48
Mount Fisher, 49.64670, -115.485, 49.64670&deg;N / 115.485&deg;W, 22207 , 90.13
Finsterkofel, 46.81000, 12.53000, 46.81000&deg;N / 12.53000&deg;E, 5189 , 82.48
Fish Lake Hightop, 38.60820, -111.7396, 38.60820&deg;N / 111.7396&deg;W, 18735 , 86.71
Park City Ridge, 40.62400, -111.5676, 40.62400&deg;N / 111.5676&deg;W, 14025 , 93.1
Fitzroy, -49.27195, -73.04406, 49.27195&deg;S / 73.04406&deg;W, 77485 , 97.71
Flagstaff Hill, 11.32930, -60.53983, 11.32930&deg;N / 60.53983&deg;W, 1919 , 76.57
Fisher Peak, 48.54522, -120.82379, 48.54522&deg;N / 120.82379&deg;W, 3333 , 79.86
Fingeren, 62.24843, 6.31199, 62.24843&deg;N / 6.31199&deg;E, 5916 , 73.98
Fish Mountain, 43.07560, -122.4239, 43.07560&deg;N / 122.4239&deg;W, 3709 , 83.69
Fir Mountain, 42.02750, -74.4694, 42.02750&deg;N / 74.4694&deg;W, 445 , 70.83
First Rock 5.6-5.11c, 51.04500, -115.1561, 51.04500&deg;N / 115.1561&deg;W, 2682 , 73.77
Fisher Mountain (Beartooths), 45.06553, -109.95925, 45.06553&deg;N / 109.95925&deg;W, 791 , 81.84
Fish Face, 38.99900, -77.2544, 38.99900&deg;N / 77.2544&deg;W, 3135 , 78.27
Fisk Knob - Kent County High Point, 43.28340, -85.61275, 43.28340&deg;N / 85.61275&deg;W, 7518 , 74.01
First Creek Peak, 36.08580, -115.49575, 36.08580&deg;N / 115.49575&deg;W, 3264 , 84.82
First Creek Slabs 5.5-5.11a, 36.08020, -115.48578, 36.08020&deg;N / 115.48578&deg;W, 2285 , 80.49
"Fish Lake Peak", 40.73073, -109.83739, 40.73073&deg;N / 109.83739&deg;W, 2891 , 79.04
Fisher Ridge, 40.66400, -76.813, 40.66400&deg;N / 76.813&deg;W, 4753 , 76.66
Ballard & Fissure Peaks (Mule Mountains), 31.44700, -109.963, 31.44700&deg;N / 109.963&deg;W, 12214 , 82.18
Flagstaff Mountain, 40.60548, -111.49964, 40.60548&deg;N / 111.49964&deg;W, 5754 , 79.04
Fire Benchmark - Muddy Mountains NV, 36.36319, -114.51276, 36.36319&deg;N / 114.51276&deg;W, 3672 , 76.66
First Flatiron, 39.99014, -105.29469, 39.99014&deg;N / 105.29469&deg;W, 8002 , 76.74
Finsteraarhorn, 46.53722, 8.12611, 46.53722&deg;N / 8.12611&deg;E, 62701 , 92.53
Wasatch Range (Central), 40.59392, -111.72084, 40.59392&deg;N / 111.72084&deg;W, 82093 , 99.84
Flat Rock (Or.), 43.18978, -122.719, 43.18978&deg;N / 122.719&deg;W, 1713 , 75.81
Flat Iron, 38.99183, -77.22858, 38.99183&deg;N / 77.22858&deg;W, 5250 , 81.18
Florence Peak, 46.97140, -121.9015, 46.97140&deg;N / 121.9015&deg;W, 5626 , 79.04
Flat Top BM, 40.65950, -110.27, 40.65950&deg;N / 110.27&deg;W, 2779 , 77.48
Mount Flora, 39.80500, -105.736, 39.80500&deg;N / 105.736&deg;W, 15415 , 84.82
Flagstone and Pedestal Peaks, 43.21519, -109.67566, 43.21519&deg;N / 109.67566&deg;W, 5030 , 82.48
Flagstone, 43.98653, -122.29888, 43.98653&deg;N / 122.29888&deg;W, 6504 , 79.03
Fluchtkogel, 46.84910, 10.77620, 46.84910&deg;N / 10.77620&deg;E, 9379 , 80.59
Flowery Peak, 39.31990, -119.61583, 39.31990&deg;N / 119.61583&deg;W, 3822 , 79.78
Flatschkofel / Col Valacia, 46.71212, 12.01767, 46.71212&deg;N / 12.01767&deg;E, 3154 , 81.84
Fleischbank, 47.56726, 12.29662, 47.56726&deg;N / 12.29662&deg;E, 8122 , 89.39
Flat Rock, 36.05080, -81.8611, 36.05080&deg;N / 81.8611&deg;W, 8231 , 86.37
Flamingo Hill , 21.73292, -71.56418, 21.73292&deg;N / 71.56418&deg;W, 2982 , 79.78
Flat Rock, 40.25450, -77.4136, 40.25450&deg;N / 77.4136&deg;W, 12803 , 81.84
Flight Path Area 5.7-5.10b, 36.12881, -115.48786, 36.12881&deg;N / 115.48786&deg;W, 1729 , 81.84
Flagstaff Mountain, 40.00160, -105.3077, 40.00160&deg;N / 105.3077&deg;W, 20337 , 85.87
Flannigan Butte, 42.72000, -103.05, 42.72000&deg;N / 103.05&deg;W, 4204 , 82.56
Flatiron, 33.43280, -111.4456, 33.43280&deg;N / 111.4456&deg;W, 37878 , 83.86
Flatiron Area (5.7-5.8), 38.60328, -78.3681, 38.60328&deg;N / 78.3681&deg;W, 601 , 74.92
Flanders Mountain Gallatin Range (MT), 45.43845, -110.94475, 45.43845&deg;N / 110.94475&deg;W, 5747 , 78.27
Florida Mountains, 32.12400, -107.621, 32.12400&deg;N / 107.621&deg;W, 30835 , 85.87
Fletcher Peak (Canyon Peak), 48.11082, -121.65825, 48.11082&deg;N / 121.65825&deg;W, 2918 , 78.27
Flat Top Mountain, 37.45200, -79.583, 37.45200&deg;N / 79.583&deg;W, 19385 , 84.82
Aiguillette de la Floria, 45.97412, 6.87310, 45.97412&deg;N / 6.87310&deg;E, 560 , 83.69
Fleckistock 3416m, 46.70032, 8.45535, 46.70032&deg;N / 8.45535&deg;E, 7404 , 85.87
Fletcher Peak (NV), 36.28700, -115.621, 36.28700&deg;N / 115.621&deg;W, 15800 , 90.13
Flattop Mountain, 61.09000, -149.668, 61.09000&deg;N / 149.668&deg;W, 11340 , 83.59
Second Flatiron, 39.98957, -105.29372, 39.98957&deg;N / 105.29372&deg;W, 7280 , 76.66
Flowery Range Highpoint, 39.39824, -119.53934, 39.39824&deg;N / 119.53934&deg;W, 1904 , 74.92
Flüela Wisshorn 3085m, 46.75868, 9.96185, 46.75868&deg;N / 9.96185&deg;E, 7010 , 81.18
Flambeau, 45.65140, 7.02129, 45.65140&deg;N / 7.02129&deg;E, 4179 , 86.37
Fletcher Peak, 37.79190, -119.3354, 37.79190&deg;N / 119.3354&deg;W, 11868 , 79.04
Flüela Wisshorn 3085m, 46.75868, 9.96185, 46.75868&deg;N / 9.96185&deg;E, 7010 , 81.18
Flat Top Mountain, 40.01500, -107.0832, 40.01500&deg;N / 107.0832&deg;W, 37320 , 87.31
Flat Top (UT), 41.84757, -111.71688, 41.84757&deg;N / 111.71688&deg;W, 7349 , 80.49
Florence Peak, 36.40640, -118.55, 36.40640&deg;N / 118.55&deg;W, 20331 , 84.61
Flora Mountain, 48.24310, -120.6953, 48.24310&deg;N / 120.6953&deg;W, 10692 , 87.31
Fleckensteiner Felsen, 49.05053, 7.77772, 49.05053&deg;N / 7.77772&deg;E, 5352 , 87.14
"Flat Top", 36.48224, -118.1967, 36.48224&deg;N / 118.1967&deg;W, 1476 , 85.87
Flinsch Peak, 48.49800, -113.465, 48.49800&deg;N / 113.465&deg;W, 14959 , 95.83
Flat Top Mountain (UT), 40.37260, -112.1881, 40.37260&deg;N / 112.1881&deg;W, 38708 , 96.63
Fletschhorn, 46.16800, 8.00354, 46.16800&deg;N / 8.00354&deg;E, 22339 , 90.81
Fletcher Mountain, 39.40330, -106.1283, 39.40330&deg;N / 106.1283&deg;W, 30038 , 92.71
Flattop Mountain (Mount Zirkel Wilderness), 40.80653, -106.63536, 40.80653&deg;N / 106.63536&deg;W, 7439 , 84.27
Flattop Mountain, 40.30880, -105.69, 40.30880&deg;N / 105.69&deg;W, 37639 , 93.58
Mount Florence, 37.73978, -119.31603, 37.73978&deg;N / 119.31603&deg;W, 14647 , 95.49
Flimston Bay, 51.61261, -4.98947, 51.61261&deg;N / 4.98947&deg;W, 4512 , 91.14
Schwarzhorn, 46.73680, 9.94125, 46.73680&deg;N / 9.94125&deg;E, 7180 , 86.85
Silvretta Group, 46.87052, 10.10605, 46.87052&deg;N / 10.10605&deg;E, 32433 , 96.38
Flys Peak, 31.87310, -109.2824, 31.87310&deg;N / 109.2824&deg;W, 4726 , 77.5
Foerster Peak, 37.68990, -119.2907, 37.68990&deg;N / 119.2907&deg;W, 12455 , 84.27
Folger Peak, 38.49600, -119.815, 38.49600&deg;N / 119.815&deg;W, 9016 , 76.19
Fluted Peak, 38.02450, -105.6008, 38.02450&deg;N / 105.6008&deg;W, 13750 , 88.61
Foggy Peak, 47.99785, -121.366, 47.99785&deg;N / 121.366&deg;W, 4532 , 76.66
Fóia, 37.31573, -8.59658, 37.31573&deg;N / 8.59658&deg;W, 2667 , 82.48
Fortuna Mountain, 32.84690, -117.0594, 32.84690&deg;N / 117.0594&deg;W, 10551 , 83.09
Flux Peak (Peak 8003), 40.65371, -112.61821, 40.65371&deg;N / 112.61821&deg;W, 1324 , 72.08
Fort Mountain, 34.78300, -84.709, 34.78300&deg;N / 84.709&deg;W, 4564 , 82.48
Foglietta (Pointe de la), 45.55250, 6.94680, 45.55250&deg;N / 6.94680&deg;E, 5622 , 75.81
Fools Peak, 39.45090, -106.5992, 39.45090&deg;N / 106.5992&deg;W, 15612 , 84.27
Folly Peak, 33.81820, -116.68479, 33.81820&deg;N / 116.68479&deg;W, 9997 , 80.94
The Teanaway, 47.38920, -120.8723, 47.38920&deg;N / 120.8723&deg;W, 15801 , 82.48
Fort Reno ("Point Reno") - DC, 38.95267, -77.07686, 38.95267&deg;N / 77.07686&deg;W, 16668 , 77.41
Fork Mountain, 38.47910, -78.4159, 38.47910&deg;N / 78.4159&deg;W, 8442 , 81.18
Fort Windham Rocks, 38.82950, -78.1711, 38.82950&deg;N / 78.1711&deg;W, 6982 , 79.78
Fort Rock, 43.37210, -121.074, 43.37210&deg;N / 121.074&deg;W, 10333 , 92.59
"Fortress Peak", 38.09776, -107.53013, 38.09776&deg;N / 107.53013&deg;W, 1316 , 84.82
Fool Creek Peak, 39.39260, -112.2072, 39.39260&deg;N / 112.2072&deg;W, 12381 , 88.61
Mount Forgotten, 48.09890, -121.4433, 48.09890&deg;N / 121.4433&deg;W, 28366 , 89.31
Fontún / Machacao, 42.93883, -5.62122, 42.93883&deg;N / 5.62122&deg;W, 6108 , 74.92
Font Sancte, 44.60890, 6.79900, 44.60890&deg;N / 6.79900&deg;E, 7417 , 73.8
Foel Penolau, 52.89364, -3.99097, 52.89364&deg;N / 3.99097&deg;W, 4286 , 84.82
Fortress Mountain, 48.15976, -120.93318, 48.15976&deg;N / 120.93318&deg;W, 20460 , 78.09
Mount Foros, 44.40593, 33.80678, 44.40593&deg;N / 33.80678&deg;E, 5671 , 85.87
The Fortress, 50.82780, -115.2389, 50.82780&deg;N / 115.2389&deg;W, 11747 , 85.62
Pico de la Forqueta, 42.63272, 0.42702, 42.63272&deg;N / 0.42702&deg;E, 4512 , 89.77
Flytrap 5.7-5.12c, 37.33500, -113.6875, 37.33500&deg;N / 113.6875&deg;W, 4080 , 85.87
The Foil 5.7-5.11c, 42.14106, -113.68656, 42.14106&deg;N / 113.68656&deg;W, 795 , 72.08
Fools Day Peak, 47.36621, -121.16132, 47.36621&deg;N / 121.16132&deg;W, 1967 , 77.87
Peña Foratata, 42.78925, -0.3443, 42.78925&deg;N / 0.3443&deg;W, 3735 , 83.1
Foothill Crag, 34.47074, -119.25098, 34.47074&deg;N / 119.25098&deg;W, 5806 , 85.36
Fortification Hill, 36.04400, -114.68, 36.04400&deg;N / 114.68&deg;W, 13112 , 83.69
Fortune Peak, 47.46263, -120.95286, 47.46263&deg;N / 120.95286&deg;W, 6856 , 80.49
Foolproof Tower, 34.03652, -116.14368, 34.03652&deg;N / 116.14368&deg;W, 2490 , 89.39
Mount Foraker, 62.96080, -151.3981, 62.96080&deg;N / 151.3981&deg;W, 47464 , 93.28
Fortune Peak, 47.46263, -120.95286, 47.46263&deg;N / 120.95286&deg;W, 6856 , 80.49
Mount Flume, 44.10890, -71.6283, 44.10890&deg;N / 71.6283&deg;W, 39283 , 82.06
"Forgotten Point" (Peak 10245), 40.80210, -107.3541, 40.80210&deg;N / 107.3541&deg;W, 2851 , 74.01
Fifth Sister (Forked Ridge Knob), 35.66629, -82.30768, 35.66629&deg;N / 82.30768&deg;W, 2214 , 84.27
Forget Me Not Mountain, 45.05636, -109.56367, 45.05636&deg;N / 109.56367&deg;W, 2346 , 76.66
Mount Formidable, 48.41630, -121.067, 48.41630&deg;N / 121.067&deg;W, 20185 , 90.48
Fortune Mountain, 47.87720, -121.1873, 47.87720&deg;N / 121.1873&deg;W, 1413 , 75.81
Fortress Mountain, 44.33680, -109.7975, 44.33680&deg;N / 109.7975&deg;W, 2833 , 86.37
Fortification Range HP (NV), 38.54686, -114.45363, 38.54686&deg;N / 114.45363&deg;W, 3279 , 84.27
Forsyth Peak, 38.15770, -119.5797, 38.15770&deg;N / 119.5797&deg;W, 13047 , 83.69
Foel Fadian, 52.54347, -3.72918, 52.54347&deg;N / 3.72918&deg;W, 5277 , 82.48
Forgotten Peak UT., 40.41346, -111.65637, 40.41346&deg;N / 111.65637&deg;W, 7665 , 95.01
Forbidden Peak, 48.51161, -121.05782, 48.51161&deg;N / 121.05782&deg;W, 73014 , 95.61
Fosseum Mountain, 48.01643, -115.29894, 48.01643&deg;N / 115.29894&deg;W, 1758 , 84.82
Fossil Butte, 41.84070, -110.74058, 41.84070&deg;N / 110.74058&deg;W, 1866 , 79.78
Fourth of July Peak, 38.65866, -120.0231, 38.65866&deg;N / 120.0231&deg;W, 7495 , 77.48
Fossil Mountain, 51.50420, -116.044, 51.50420&deg;N / 116.044&deg;W, 7533 , 90.13
Fox Mountain #2, 34.31450, -118.1994, 34.31450&deg;N / 118.1994&deg;W, 6890 , 79.52
Fossil Ridge, 43.54020, -103.5203, 43.54020&deg;N / 103.5203&deg;W, 1833 , 83.75
Four Bear Mountain, 44.50990, -109.3901, 44.50990&deg;N / 109.3901&deg;W, 6844 , 88.19
Fourth of July Peak, 44.03010, -114.635, 44.03010&deg;N / 114.635&deg;W, 10335 , 92.04
Foss Peak, 46.75520, -121.7129, 46.75520&deg;N / 121.7129&deg;W, 8285 , 78.07
Frailey Mountain, 48.31164, -122.03244, 48.31164&deg;N / 122.03244&deg;W, 3216 , 78.17
Fraser Mountain, 36.58462, -105.42558, 36.58462&deg;N / 105.42558&deg;W, 6019 , 74.92
Frankish Peak, 34.17560, -117.6561, 34.17560&deg;N / 117.6561&deg;W, 8762 , 80.49
Fossil Mountain, 36.19053, -112.36073, 36.19053&deg;N / 112.36073&deg;W, 424 , 76.66
Fountain Peak, 34.95600, -115.536, 34.95600&deg;N / 115.536&deg;W, 12153 , 85.36
Fox Mountain, 39.83325, -105.64416, 39.83325&deg;N / 105.64416&deg;W, 2568 , 83.57
Cerro (Pico) Franke, -32.99715, -69.40218, 32.99715&deg;S / 69.40218&deg;W, 9865 , 73.06
Mount Fox, -43.50212, 170.00647, 43.50212&deg;S / 170.00647&deg;E, 8934 , 83.02
Francis Peak 9540, 41.03298, -111.83867, 41.03298&deg;N / 111.83867&deg;W, 9667 , 82.34
Franklin Cliffs, 38.53712, -78.41913, 38.53712&deg;N / 78.41913&deg;W, 7424 , 85.36
Freeman Peak, 45.27400, -113.7, 45.27400&deg;N / 113.7&deg;W, 8210 , 86.85
Frasco Benchmark, 39.12538, -106.4913, 39.12538&deg;N / 106.4913&deg;W, 3915 , 85.87
Franklin County HP (The Felt Hat), 42.09477, -111.58076, 42.09477&deg;N / 111.58076&deg;W, 6644 , 81.84
Mount Frazier , 48.01841, -112.75148, 48.01841&deg;N / 112.75148&deg;W, 6126 , 86.85
Freedom Peak (Little Navaho), 47.40712, -120.792, 47.40712&deg;N / 120.792&deg;W, 3967 , 82.48
Frauenwand, 47.08380, 11.64310, 47.08380&deg;N / 11.64310&deg;E, 6220 , 87.76
